10087,The Acadiana Outreach Center, 125 South Buchanan Street Lafayette LA 70501 tel: (337) 237-7618 fax: (337) 237-7650 : 58-1925867 ,http://www.acadianaoutreach.org/,1 stars,"($56,435)",Human Services,Social Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10087,OutreachPR@gmail.com
10184,Activated Ministries, 735 S Vinewood St Escondido CA 92029 tel: (760) 739-1240 fax: (760) 739-1160 : 33-0857142 ,http://www.activatedministries.org,1 stars,"$2,529,549 ",Religion,Religious Activities,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10184,info@actmin.org
15381,Actors Playhouse, 280 Miracle Mile Coral Gables FL 33134 tel: (305) 444-9293 fax: (305) 444-4181 : 65-0060167 ,http://www.actorsplayhouse.org/,1 stars,"$3,620,171 ",Arts Culture Humanities,Performing Arts,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15381,develop@actorsplayhouse.org
12503,The Aidmatrix Foundation, P.O. Box 631086 Irving TX 75063 tel: (866) 881-8882 : 81-0630197 null,http://aidmatrix.org,1 stars,"$3,781,039 ",International,Development and Relief Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12503,info@aidmatrix.org
8802,AIDS Community Research Initiative of America, 575 8th Avenue Suite 502 New York NY 10018 tel: (212) 924-3934 fax: (212) 924-3936 : 13-3632234,http://acria.org,1 stars,"$2,597,001 ",Health,Diseases Disorders and Disciplines,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8802,give@acria.org
7701,AIDS Research Alliance, 1400 S. Grand Ave Suite 701 Los Angeles CA 90015 tel: (310) 358-2423 fax: (310) 358-2431 : 95-4264845,http://www.aidsresearch.org/,1 stars,"$1,898,949 ",Health,Medical Research,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7701,info@aidsresearch.org
10661,Airline Ambassadors International, 1500 Massachusetts NW Suite 648 Washington DC 20005 tel: (866) 264-3586 fax: (650) 728-7855 : 75-2679444,http://www.airlineamb.org/,1 stars,"$407,209 ",International,International Peace Security and Affairs,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10661,fundraising@airlineamb.org
7261,Alabama Shakespeare Festival, One Festival Drive Montgomery AL 36117 tel: (334) 271-5337 fax: (334) 271-5348 : 63-0652734 ,http://www.asf.net/,1 stars,"$5,712,197 ",Arts Culture Humanities,Performing Arts,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7261,info@asf.net
13639,The Alabama Sheriffs' Youth Ranches, 2680 Bell Road Montgomery AL 36117 tel: (800) 548-4256 : 63-0475713 null,http://www.sheriffsranch.org/,1 stars,"$1,566,272 ",Human Services,Youth Development Shelter and Crisis Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13639,info@sheriffsranch.org
6766,Albany Institute of History & Art, 125 Washington Avenue Albany NY 12210 tel: (518) 463-4478 fax: (518) 463-5506 : 14-1343061 ,http://www.albanyinstitute.org/,1 stars,"$1,232,752 ",Arts Culture Humanities,Museums,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6766,information@albanyinstitute.org
13763,All India Mission, 11252 Strang Line Lenexa KS 66215 tel: (913) 829-6555 fax: (816) 373-3074 : 33-0421940PO Box 3136,http://www.allindiamission.com,1 stars,"$1,600,948 ",Religion,Religious Activities,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13763,info@allindiamission.com
10853,Alley Cat Rescue, P.O. Box 585 Mt. Rainier MD 20712 tel: (301) 277-5595 : 52-2279100 null,http://www.saveacat.org,1 stars,"$1,021,589 ",Animals,Animal Rights Welfare and Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10853,acr@saveacat.org
5521,Ambassadors for Christ International - USA, 1355 Terrell Mill Road Building 1462 Suite 100 Marietta GA 30067 tel: (770) 980-2020 fax: (770) 956-8144 : 58-1303476,http://afci.us/,1 stars,"$965,813 ",Religion,Religious Activities,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5521,info@afci.us
9549,American Architectural Foundation, 2101 L Street NW Suite 670 Washington DC 20037 tel: (202) 787-1001 fax: (202) 787-1002 : 52-0847434,http://www.archfoundation.org,1 stars,"$2,230,588 ",Public Benefit,Community and Housing Development,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9549,info@archfoundation.org
8004,American Breast Cancer Foundation, 1220 B East Joppa Road Suite 332 Baltimore MD 21286 tel: (877) 323-4226 fax: (410) 825-4395 : 52-2031814,http://www.abcf.org/,1 stars,"$959,635 ",Health,Diseases Disorders and Disciplines,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8004,contactABCF@abcf.org
12586,American Center for Law and Justice - District of Columbia, PO Box 90555 Washington DC 20090 tel: (757) 802-9160 : 52-2042771null,http://www.aclj.org,1 stars,"$1,012,222 ",Public Benefit,Advocacy and Civil Rights,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12586,
4918,American Friends of Ateret Cohanim, 470 Seventh Avenue Suite 311 New York NY 10018 tel: (212) 216-9270 : 11-2706563 ,http://www.ateret.org.il/english/,1 stars,"$1,036,408 ",International,Foreign Charity Support Organizations,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4918,ateret@juno.com
11351,American Friends of Beit Issie Shapiro, 51 East 42nd Street 11th Floor New York NY 10017 tel: (212) 586-2464 : 13-3434781 ,http://en.beitissie.org.il/international/united-states/welcome/,1 stars,"$1,056,547 ",International,Foreign Charity Support Organizations,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11351,info@afobis.org
14119,American Friends of Chabad of Thailand, 80 Shore Road Port Washington NY 11050 : 03-0498942 nullnull,http://www.jewishthailand.com/,1 stars,"$1,759,369 ",International,Foreign Charity Support Organizations,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14119,rabbi@jewishthailand.com
13240,American Friends of Kupat Hair, 4415 14th Avenue Brooklyn NY 11219 tel: (800) 233-2188 fax: (888) 633-2188 : 20-1523797 ,http://www.kupat.org/worldwide/,1 stars,"$4,066,298 ",International,Foreign Charity Support Organizations,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13240,info@kupat.org
13458,American Friends of Rabbinical College of Telzstone, 510 Second Street Lakewood NJ 08701 tel: (718) 854-2759 : 13-3503955nullnull,,1 stars,"$7,594,693 ",International,Foreign Charity Support Organizations,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13458,
3264,American Institute for Cancer Research, Department IHW1 1759 R Street NW Washington DC 20009 tel: (800) 843-8114 fax: (202) 328-7226 : 52-1238026,http://www.aicr.org,1 stars,"$21,740,772 ",Health,Medical Research,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3264,gifts@aicr.org
12968,The American Spectator Foundation, 1611 North Kent Street Suite 901 Arlington VA 22209 tel: (703) 807-2011 : 23-7002632 ,http://spectator.org/,1 stars,"$2,585,553 ",Arts Culture Humanities,Public Broadcasting and Media,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12968,buckleyl@spectator.org
14577,American Values, P.O. Box 1223 Merrifield VA 22116 tel: (703) 671-9700 fax: (703) 671-1680 : 52-1762320 ,http://ouramericanvalues.org/,1 stars,"$1,173,809 ",Public Benefit,Advocacy and Civil Rights,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14577,gary.bauer@amvalues.org
7831,America's Family Coaches, 2540 106th Street Suite 101 Des Moines IA 50322 tel: (888) 608-2622 fax: (515) 334-7486 : 42-1430081,http://www.americasfamilycoaches.com/,1 stars,"$1,116,999 ",Religion,Religious Media and Broadcasting,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7831,info@drgaryandbarb.com
15254,America's Packard Museum, 420 South Ludlow Street Dayton OH 45402 tel: (937) 226-1710 fax: (937) 224-1918 : 31-1340842 ,http://www.americaspackardmuseum.org/,1 stars,"$1,251,702 ",Arts Culture Humanities,Museums,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15254,americaspackard@americaspackardmuseum.org
9225,Anderson Animal Shelter, 1000 South La Fox Street South Elgin IL 60177 tel: (847) 697-2880 fax: (847) 697-8229 : 36-6164626 ,http://www.andersonanimalshelter.org/,1 stars,"$786,763 ",Animals,Animal Rights Welfare and Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9225,info@andersonanimalshelter.org
13854,Appalshop, 91 Madison Ave Whitesburg KY 41858 tel: (606) 633-0108 fax: (606) 633-1009 : 61-0890210 ,http://appalshop.org/,1 stars,"$1,031,115 ",Arts Culture Humanities,Performing Arts,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13854,info@appalshop.org
14139,Arctic Barnabas Ministries, 135 North Willow Street Kenai AK 99611 tel: (907) 283-3377 : 92-0172389 null,http://arcticbarnabas.org/,1 stars,"$1,113,854 ",Religion,Religious Activities,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14139,info@abmalaska.org
14089,Areivim Philanthropic Group, 6 East 39th Street 10th Floor New York NY 10016 tel: (212) 279-2288 : 20-8024537null,,1 stars,"$1,879,054 ",Public Benefit,Fundraising Organizations,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14089,
