12123,100 Club of Arizona, 5033 North Nineteenth Avenue Suite 123 Phoenix AZ 85015 tel: (602) 485-0100 fax: (602) 242-1715 : 23-7172077,http://www.100club.org,4 stars,$1483812,Human Services,Multipurpose Human Service Organizations,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12123,info@100club.org
13055,4 Paws for Ability, 207 Dayton Avenue Xenia OH 45385 tel: (937) 374-0385 : 31-1625484253 Dayton AvenueXenia OH 45385,http://www.4pawsforability.org/,4 stars,$1737889,Human Services,Social Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13055,karen4paws@aol.com
4792,The 92nd Street Y, 1395 Lexington Avenue New York NY 10128 tel: (212) 415-5678 fax: (212) 415-5671 : 13-1624229 ,http://www.92y.org,4 stars,$67002916,Human Services,Multipurpose Human Service Organizations,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4792,development@92y.org
15368,A Child's Place, 601 East Fifth Street Suite 230 Charlotte NC 28202 tel: (704) 343-3790 fax: (704) 343-3791 : 58-1911741,http://www.achildsplace.org/,4 stars,$2549432,Education,Other Education Programs and Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15368,info@achildsplace.org
8040,A Place Called Home, 2830 South Central Avenue Los Angeles CA 90011 tel: (323) 232-7653 fax: (323) 232-0139 : 95-4427291 ,http://www.apch.org,4 stars,$5344033,Human Services,Youth Development Shelter and Crisis Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8040,info@apch.org
8302,AAA Foundation for Traffic Safety, 607 14th Street NW Suite 201 Washington DC 20005 tel: (202) 638-5944 fax: (202) 638-5943 : 52-0794368,http://www.aaafoundation.org,4 stars,$3631659,Public Benefit,Research and Public Policy Institutions,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8302,info@aaafoundation.org
4991,Aaron Diamond AIDS Research Center, 455 First Avenue 7th Floor New York NY 10016 tel: (212) 448-5000 fax: (212) 725-1126 : 13-3540234,http://www.adarc.org,4 stars,$21648122,Health,Medical Research,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4991,webinfo@adarc.org
3240,AAUW - American Association of University Women, 1111 Sixteenth Street NW Washington DC 20036 tel: (202) 728-3307 fax: (202) 463-7169 TTY: (202) 785-7777 : 52-6037388,http://www.aauw.org,4 stars,$13885466,Education,Other Education Programs and Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3240,development@aauw.org
9182,Abode Services, 40849 Fremont Boulevard Fremont CA 94538 tel: (510) 657-7409 fax: (510) 657-7293 : 94-3087060 ,http://www.abodeservices.org,4 stars,$13388099,Human Services,Homeless Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9182,info@abodeservices.org
9371,The Abraham Fund Initiatives, Nine East 45th Street 7th Floor New York NY 10017 tel: (212) 661-7770 fax: (212) 935-1834 : 13-3556715,http://www.abrahamfund.org,4 stars,$3565194,International,Foreign Charity Support Organizations,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9371,info@abrahamfund.org
6013,Abraham Joshua Heschel School, 270 West 89th Street New York NY 10024 tel: (212) 595-7087 : 13-3091539 null,http://www.heschel.org,4 stars,$36792784,Education,Private Elementary and Secondary Schools,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6013,carolw@heschel.org
4994,Abyssinian Development Corporation, Four West 125th Street New York NY 10027 tel: (212) 368-4471 fax: (646) 442-6598 : 13-3552154 ,http://www.adcorp.org,4 stars,$23067174,Public Benefit,Community and Housing Development,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4994,adc@adcorp.org
3209,The Academy of Natural Sciences of Drexel University, 1900 Benjamin Franklin Parkway Philadelphia PA 19103 tel: (215) 299-1022 fax: (215) 405-1541 : 23-1352000 ,http://www.ansp.org,4 stars,$19114668,Arts Culture Humanities,Museums,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3209,membership@ansp.org
8467,Academy of Nutrition and Dietetics Foundation, 120 South Riverside Plaza Suite 2000 Chicago IL 60606 tel: (800) 877-1600 : 36-6150906 ,http://www.eatright.org/,4 stars,$4089911,Health,Treatment and Prevention Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8467,foundation@eatright.org
7859,ACCESS College Foundation, 7300 Newport Avenue Suite 500 Norfolk VA 23505 tel: (757) 962-6113 fax: (757) 962-7314 : 54-1440734,http://www.accesscollege.org/,4 stars,$9440821,Education,Other Education Programs and Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7859,dveness@accesscollege.org
9311,Access Fund, 207 Canyon Suite 201 South Boulder CO 80302 tel: (303) 545-6772 fax: (303) 545-6774 : 94-3131165,http://www.accessfund.org/,4 stars,$1414699,Environment,Botanical Gardens Parks and Nature Centers,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9311,leici@accessfund.org
7754,Accion East, 80 Maiden Lane Suite 903 New York NY 10038 tel: (646) 833-4522 fax: (212) 387-0277 : 11-3317234,http://www.accioneast.org,4 stars,$5414515,Public Benefit,Community and Housing Development,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7754,info@accionusa.org
3211,ACCION International, 56 Roland Street Suite 300 Boston MA 02129 tel: (617) 625-7080 fax: (617) 625-7020 : 13-2535763,http://www.accion.org,4 stars,$43134199,International,Development and Relief Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3211,donate@accion.org
7904,ACCION New Mexico, 2000 Zearing Ave. NW Albuquerque NM 87104 tel: (800) 508-7624 fax: (505) 243-1551 : 85-0417347 ,http://www.accionnm.org/,4 stars,$4058268,Public Benefit,Community and Housing Development,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7904,accion@accionnm.org
7806,ACCION San Diego, 404 Euclid Avenue Ste 271 San Diego CA 92114 tel: (800) 967-4429 fax: (619) 685-1470 : 33-0620415 ,http://www.accionsandiego.org/,4 stars,$1792955,Public Benefit,Community and Housing Development,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7806,info@accionsandiego.org
7886,ACCION Texas, 2014 South Hackberry Street San Antonio TX 78210 tel: (888) 215-2373 fax: (210) 533-2940 : 74-2712770 ,http://www.acciontexas.org/,4 stars,$11354259,Public Benefit,Community and Housing Development,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7886,info@acciontexas.org
11257,ACE Scholarships, 1201 East Colfax Avenue Suite 302 Denver CO 80218 tel: (303) 573-1603 fax: (720) 266-6798 : 84-1531066,http://www.acescholarships.org/,4 stars,$5913104,Education,Other Education Programs and Services,www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11257,info@acescholarships.org
